external_track_id,title,artist,album,language,year,decade,tempo,rms_mean,spectral_centroid_mean,seed_query
mE98N3nv,Paathshala - Be a Rebel,"A.R. Rahman, Blaaze, Naresh Iyer, Mohammed Aslam",Rang De Basanti,hindi,2005.0,2000s,143.555,0.101354,3184.405,A.R. Rahman Hindi
TNMrS5rG,O Rey Chhori,"A.R. Rahman, Udit Narayan, Alka Yagnik, Vasundhara Das",A Decade of Love,hindi,2010.0,2010s,89.103,0.098496,1935.524,A.R. Rahman Hindi
T7VswxQ-,"Jiya Jale (From ""Dil Se"")","Lata Mangeshkar, M.G. Sreekumar",A.R. Rahman Forever,hindi,2016.0,2010s,143.555,0.047707,3514.378,A.R. Rahman Hindi
6Ou9hihz,Retro Mashup,"Anurag, Abhishek, Deepshika",Retro Mashup,hindi,2019.0,2010s,143.555,0.12167,2085.42,Bollywood Retro
YHlktRck,Gulabi Retro Mix,Sonu Nigam,Gulabi Retro Mix,hindi,2017.0,2010s,112.347,0.196729,2384.242,Bollywood Retro
zYirYjvT,Pehle Bhi Main Retro Version,"Anshuman Sharma, Vishal Mishra, Raj Shekhar, Aditya Kalway",Pehle Bhi Main Retro Version,hindi,2024.0,2020s,172.266,0.338678,1804.716,Bollywood Retro
qrgpqU9X,Saiyaara Tu To (Retro Version),SAF ASLAM,Saiyaara Tu To (Retro Version),hindi,2026.0,2020s,172.266,0.095858,2853.092,Bollywood Retro
Zwrg5Kc3,Retro,Rdfouram,"Dunes,Desert & Dreams",hindi,2025.0,2020s,129.199,0.108076,1645.667,Bollywood Retro
suEtp-tT,Retro,Raja Tyagi,Shayar ( EP ),hindi,2025.0,2020s,129.199,0.09206,1905.405,Bollywood Retro
S4iXkHyR,Retro,"Rough Soul, Sanxd",Ehsaas,hindi,2022.0,2020s,63.024,0.249706,1522.106,Bollywood Retro
s0a3GEPA,Retro,Kaushik,Retro,hindi,2025.0,2020s,123.047,0.193223,1523.715,Bollywood Retro
OpbVdp2n,Kya Khoob Lagti Ho - Jhankar Beats,"DJ Harshit Shah, Mukesh, Kanchan",Retro Mix Jhankar,hindi,2023.0,2020s,66.256,0.187645,2460.651,Bollywood Retro
4oyAZeFb,Ankhiyon Ke Jharokhon Se,Deepshikha Raina,Retro Cool Vol. 2,hindi,2020.0,2020s,151.999,0.192567,1882.439,Bollywood Retro
HraT8uQL,Romantic Mashup,"Raj Barman, Anwesshaa Dattagupta",Romantic Mashup,hindi,2018.0,2010s,135.999,0.157565,1984.127,Romantic Hindi
IMHJrfDh,Ishq de Fanniyar - Female,"Jyotica Tangri, Shaarib Toshi, Kumaar",Bollywood Top Romantic Hits,hindi,2026.0,2020s,112.347,0.241046,1950.947,Romantic Hindi
DVG8mEm1,Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",Bollywood Top Romantic Hits,hindi,2026.0,2020s,92.285,0.120289,1238.293,Romantic Hindi
1K9IsVVU,Muskurane (Romantic),"Jeet Gannguli, Arijit Singh, Rashmi-Virag",Citylights,hindi,2014.0,2010s,103.359,0.073404,1932.927,Romantic Hindi
oqSP8nSu,Zaalima,"Arijit Singh, Harshdeep Kaur",Romantic Classics Hits,hindi,2026.0,2020s,184.57,0.143906,1581.989,Romantic Hindi
gt5R4NKo,Zaalima,"Arijit Singh, Harshdeep Kaur",Bollywood Top Romantic Hits,hindi,2026.0,2020s,184.57,0.143906,1581.989,Romantic Hindi
0tJQw5hX,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")","KK, Pritam, Neelesh Misra",Romantic Hits Of K.K.,hindi,2025.0,2020s,117.454,0.135646,2060.456,Romantic Hindi
mVfBFdzi,Lungi Dance,Yo Yo Honey Singh,Lungi Dance,hindi,2013.0,2010s,161.499,0.142851,2950.494,Bollywood Dance
iYUQNu7r,Lungi Dance,Yo Yo Honey Singh,Chennai Express,hindi,2013.0,2010s,161.499,0.13602,2668.677,Bollywood Dance
qOsPYZbc,Dance Pe Chance,"Salim-Sulaiman, Sunidhi Chauhan, Labh Janjua, Jaideep Sahni",Rab Ne Bana Di Jodi,hindi,2008.0,2000s,129.199,0.194021,1954.644,Bollywood Dance
Fi5DtLzb,Dance Pe Chance,"Salim-Sulaiman, Sunidhi Chauhan, Labh Janjua",Dance Pe Chance,hindi,2009.0,2000s,129.199,0.193681,1911.711,Bollywood Dance
48RbOmwr,Dance Basanti,"Sachin-Jigar, Vishal Dadlani, Anushka Manchanda",Ungli,hindi,2014.0,2010s,103.359,0.16103,1811.073,Bollywood Dance
a782ndqh,Apna Bana Le,"Amitabh Bhattacharya, Sachin-Jigar, Arijit Singh",Dil Se Dance,hindi,2026.0,2020s,92.285,0.120289,1238.293,Bollywood Dance
9JfbU9Np,Zaalima,"Arijit Singh, Harshdeep Kaur",Dil Se Dance,hindi,2026.0,2020s,184.57,0.143906,1581.989,Bollywood Dance
2dfLPss6,Nagin Dance,"Jaidev Kumar, Anmol Malik",Bajatey Raho,hindi,2025.0,2020s,135.999,0.220551,3003.351,Bollywood Dance
IpFsfoBC,Dance Ka Bhoot,"Pritam, Arijit Singh, Amitabh Bhattacharya",Brahmastra,hindi,2022.0,2020s,135.999,0.208476,1717.468,Bollywood Dance
pPynuh91,Dance Meri Rani,"Guru Randhawa, Tanishk Bagchi, Zahrah S Khan",Dance Meri Rani (feat. Nora Fatehi),hindi,2021.0,2020s,107.666,0.128335,2080.691,Bollywood Dance
VuKT5NQ6,Sadi Gali,Lehmber Hussainpuri,Tanu Weds Manu,hindi,2011.0,2010s,129.199,0.321406,2179.51,Sad Hindi Songs
SZ5EQFcV,Sadka,"Vishal & Shekhar, Suraj Jagan, Mahalakshmi Iyer",I Hate Luv Storys,hindi,2010.0,2010s,143.555,0.121274,2349.843,Sad Hindi Songs
XHFrDFU3,Sad Gaana,"Bali, AN1K8T",Kala Khatta,hindi,2025.0,2020s,99.384,0.15388,2097.668,Sad Hindi Songs
WX_lKWCa,Sadda Dil Vi Tu (Ga Ga Ga Ganpati) (Ganpati 2026),"Sachin-Jigar, Hard Kaur, Mayur Puri",ABCD - Any Body Can Dance,hindi,2015.0,2010s,143.555,0.035825,3239.807,Sad Hindi Songs
gyZBnBSJ,Phir Bhi Tumko Chaahunga,"Manoj Muntashir, Mithoon, Arijit Singh, Shashaa Tirupati",Late Night Bollywood Sad Songs,hindi,2026.0,2020s,99.384,0.111171,1468.672,Sad Hindi Songs
XXxuYXBd,SADAK 2.0,"Emiway Bantai, Token",SADAK 2.0,hindi,2026.0,2020s,129.199,0.212438,3192.977,Sad Hindi Songs
-19W0qwT,Jitni Dafa,"Rashmi-Virag, Jeet Gannguli, Yasser Desai",Sad Bollywood Playlist,hindi,2026.0,2020s,95.703,0.157332,1466.1,Sad Hindi Songs
Jf4QKZoW,Sun Saathiya,"Sachin-Jigar, Priya Saraiya, Divya Kumar",Romantic Sad Songs,hindi,2026.0,2020s,143.555,0.127131,1673.546,Sad Hindi Songs
kj-rNRSR,Sadda Move,"Diljit Dosanjh, Pardeep Singh Sran, Raftaar",Raabta,hindi,2017.0,2010s,99.384,0.160435,2560.35,Sad Hindi Songs
7CwLvXc6,Shree Hanuman Chalisa,"Hariharan, Lalit Sen, Chander, Traditional",Shree Hanuman Chalisa (Hanuman Ashtak),hindi,1992.0,1990s,99.384,0.226137,1779.967,90s Bollywood
9cCPZgWV,Dilbar Dilbar,Alka Yagnik,Sirf Tum,hindi,1999.0,1990s,103.359,0.193021,2633.474,90s Bollywood
r_Bx8bxm,Dilbar Dilbar (Remix),Alka Yagnik,Dilbar Remix,hindi,1999.0,1990s,103.359,0.078506,2250.91,90s Bollywood
JD_f27bq,Tu Meri Zindagi Hai,"Anuradha Paudwal, Kumar Sanu",Aashiqui: Super Jhankar Beat,hindi,1993.0,1990s,129.199,0.108103,2018.373,90s Bollywood
BBLYc4mS,Mera Dil Bhi Kitna Pagal Hai,"Kumar Sanu, S. P. Balasubrahmanyam, Alka Yagnik",Saajan,hindi,1991.0,1990s,198.768,0.109007,3123.378,90s Bollywood
OGdwSivz,Dil Kehta Hai,"Anu Malik, Alka Yagnik, Kumar Sanu",Akele Hum Akele Tum,hindi,1995.0,1990s,103.359,0.078187,2895.789,90s Bollywood
FC63n6XV,Kya Mujhe Pyar Hai,"Pritam, KK",Woh Lamhe,hindi,2006.0,2000s,117.454,0.135646,2060.456,2000s Bollywood
DmFM4XiZ,Guzarish,Javed Ali,Ghajini,hindi,2008.0,2000s,172.266,0.167205,1627.73,2000s Bollywood
WiLFvhYp,Tu Hi Haqeeqat,"Pritam, Javed Ali, Irshan Ashraf, Shadab, Sayeed Quadri",Tum Mile,hindi,2009.0,2000s,117.454,0.140164,1477.483,2000s Bollywood
6EJDhnq4,Maahi,"Sharib Toshi, Sayeed Quadri",RAAZ - The Mystery Continues,hindi,2008.0,2000s,151.999,0.06834,1607.586,2000s Bollywood
0sDPyOf8,Divine,"Bir, Dhanju, Daaku",Divine,punjabi,2026.0,2020s,99.384,0.164987,2394.711,DIVINE
7XS4RC0O,"Hanuman Chalisa (From ""Hanuman Chalisa - Zee Music Devotional"")","Anup Jalota, Sanjeev-Ajay",Divine Melodies,hindi,2026.0,2020s,92.285,0.193863,2151.629,DIVINE
_3FV2EIy,"Divine Flute (From ""Radhakrishn"")",Surya Raj Kamal,"Divine Flute (From ""Radhakrishn"")",hindi,2023.0,2020s,103.359,0.124505,1735.09,DIVINE
8vtfrEkf,Divine,Veer Sandhu,Divine,punjabi,2025.0,2020s,92.285,0.153881,2219.754,DIVINE
GUYdHvlZ,Achyutam Keshavam Krishna Damodaram,"Pratiksha Vashishtha, Amjad Nadeem Aamir",Divine Melodies,hindi,2026.0,2020s,92.285,0.16136,2482.82,DIVINE
kVSgL0kv,"Shiva Shiva Shankaraa (From ""Kannappa"")","Vijay Prakash, Stephen Devassy, Ramajogayya Sastry",Tollywood Divine & Spiritual Melodies,telugu,2026.0,2020s,112.347,0.116253,1694.652,DIVINE
3qpP_ufL,Divinelu Sthothrarhuda,Hosanna Ministries Official,Vijaya Seeluda,telugu,2025.0,2020s,161.499,0.126069,1866.747,DIVINE
iVNy_Hxl,Jay-Jaykara,"Kailash Kher, Manoj Muntashir",Divine Melodies,hindi,2026.0,2020s,184.57,0.147885,1595.451,DIVINE
QSuDh4VG,Dr. DIVINE,DIVINE,Walking on Water,hindi,2025.0,2020s,95.703,0.192552,2405.746,DIVINE
M4t__2Pc,Hola Amigo,"Umair, KR$NA, Seedhe Maut",FAR FROM OVER,hindi,2023.0,2020s,143.555,0.251107,2056.302,Seedhe Maut
7KVWpEc5,Raat Ki Rani,Seedhe Maut,SHAKTI,hindi,2024.0,2020s,151.999,0.103557,2061.512,Seedhe Maut
RmwJIxPc,Naksha,Seedhe Maut,SHAKTI,hindi,2024.0,2020s,76.0,0.114395,1583.023,Seedhe Maut
AuenB64o,Chalo Chalein,Ritviz,Chalo Chalein,hindi,2021.0,2020s,151.999,0.200177,1684.175,Seedhe Maut
exKXcJ61,Chalo Chalein,Ritviz,Dev,hindi,2021.0,2020s,151.999,0.200177,1684.175,Seedhe Maut
qJGvn7dc,Bajenge,"Badshah, Seedhe Maut",Ek Tha Raja,hindi,2024.0,2020s,143.555,0.371674,1794.303,Seedhe Maut
2FbSY1RN,Soyi Nahi,Seedhe Maut,SHAKTI,hindi,2024.0,2020s,86.133,0.153196,1598.837,Seedhe Maut
xY2F2yWT,Khush Nahi,Seedhe Maut,SHAKTI,hindi,2024.0,2020s,161.499,0.126685,1489.795,Seedhe Maut
aNpnSkHs,MUDDA,"YUNG SAMMY, Wamp",MUDDA,hindi,2025.0,2020s,143.555,0.264466,2097.256,Seedhe Maut
u5EiBKnA,Bhussi,"KSHMR, Seedhe Maut, Karan Kanchan",KARAM,hindi,2023.0,2020s,117.454,0.226865,2854.655,Seedhe Maut
x8gA2kXk,Boom Shaka,"Dhanda Nyoliwala, KR$NA",Boom Shaka,hindi,2026.0,2020s,129.199,0.261111,2384.505,KR$NA
JB4gSBjX,I Guess,KR$NA,I Guess,hindi,2022.0,2020s,135.999,0.213997,2182.046,KR$NA
74yMAf3h,Joota Japani,"KR$NA, Mukesh",Joota Japani,hindi,2024.0,2020s,129.199,0.231079,2338.719,KR$NA
Sp3usdZ7,No Cap,KR$NA,No Cap,hindi,2021.0,2020s,117.454,0.134887,1874.946,KR$NA
0UFMRHyn,Woh Raat,"Raftaar, KR$NA",Woh Raat,hindi,2023.0,2020s,71.777,0.181446,2782.406,KR$NA
3f80KEPr,Legacy Anthem,"KR$NA, Raftaar, DRJ Sohail",Legacy Anthem,hindi,2026.0,2020s,99.384,0.357018,2669.335,KR$NA
8-6eSkSl,Hola At Your Boy,"Badshah, KR$NA, Prajina",Ek Tha Raja,hindi,2024.0,2020s,129.199,0.322502,2646.653,KR$NA
OgxnEGfe,Machayenge 4,KR$NA,Machayenge 4,hindi,2022.0,2020s,123.047,0.126028,2506.023,KR$NA
FuRDRYeo,Saza-E-Maut,"Raftaar, KR$NA",Still Here,hindi,2021.0,2020s,143.555,0.081048,2346.123,KR$NA
vuj2YdTs,Ghana Kasoota,"Raftaar, Avvy Sra, Rashmeet Kaur",Ghana Kasoota,hindi,2021.0,2020s,135.999,0.160422,2501.592,Raftaar
GoPTQ8dT,Bandook Meri Laila,"Sachin-Jigar, Jigar Saraiya, Sidharth Malhotra, Ash King",A Gentleman,hindi,2017.0,2010s,99.384,0.12329,1757.649,Raftaar
7Axkvm6m,All Black,"Raftaar, Sukh-E Muzical Doctorz",All Black,punjabi,2015.0,2010s,107.666,0.239152,2272.612,Raftaar
Uh5-UClB,Haseeno Ka Deewana,"Raftaar, Payal Dev",Kaabil,hindi,2016.0,2010s,135.999,0.199698,2849.369,Raftaar
2K_AEJ1U,Dhaakad,"Pritam, Raftaar",Josh High. Game On - Bollywood Energy,hindi,2026.0,2020s,107.666,0.116529,2522.68,Raftaar
8YErAKZe,Dhaakad,"Pritam, Raftaar",Pritam Non Stop Hits,hindi,2026.0,2020s,107.666,0.116529,2522.68,Raftaar
4CWp-oO2,Dhaakad,"Pritam, Raftaar",Bollywood Power Mix,hindi,2026.0,2020s,107.666,0.116529,2522.68,Raftaar
hQx3hMlB,Dhaakad,"Pritam, Raftaar",Dangal,hindi,2016.0,2010s,107.666,0.116541,2547.868,Raftaar
iAzMHB8K,Dhaakad,"Pritam, Raftaar",Gym Motivation,hindi,2026.0,2020s,107.666,0.116529,2522.68,Raftaar
ft-N60xL,Baby Marvake Maanegi,Raftaar,Party Starters,hindi,2026.0,2020s,117.454,0.196933,2347.165,Raftaar
AiaEw6j1,Inaam,"Jasleen Royal, Badshah, Ansh Chahal",Inaam,hindi,2026.0,2020s,129.199,0.156434,1427.939,Badshah
WhyrAvut,Ban Ja Tu,"Charan Preet, Badshah",Ban Ja Tu,hindi,2026.0,2020s,112.347,0.200573,1154.574,Badshah
Bn40e0AE,Kala Chashma,"Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi, Prem & Hardeep, Kumaar",Next On Repeat,hindi,2026.0,2020s,107.666,0.181493,3233.606,Badshah
PnjmLYMa,Kala Chashma,"Kumaar, Badshah, Prem & Hardeep, Amar Arshi, Neha Kakkar, Indeep Bakshi",Bollywood Dance Dhamaka,hindi,2026.0,2020s,107.666,0.181493,3233.606,Badshah
FAURMcDh,Kala Chashma,"Kumaar, Badshah, Prem & Hardeep, Amar Arshi, Neha Kakkar, Indeep Bakshi",Dance Vibes Only,hindi,2026.0,2020s,107.666,0.181493,3233.606,Badshah
xJqEys5T,Kala Chashma,"Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi, Prem & Hardeep, Kumaar",Full Volume Bollywood,hindi,2026.0,2020s,107.666,0.181493,3233.606,Badshah
XoD89xu2,Kala Chashma,"Kumaar, Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi, Prem & Hardeep",The Bollywood Wedding Collection,hindi,2025.0,2020s,107.666,0.181493,3233.606,Badshah
Kz2I7VdV,Kala Chashma,"Kumaar, Badshah, Prem & Hardeep, Amar Arshi, Neha Kakkar, Indeep Bakshi",GRWM Vibes,hindi,2026.0,2020s,107.666,0.181493,3233.606,Badshah
KWate4rL,Kala Chashma,"Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi, Prem & Hardeep, Kumaar",Bollywood Through The Years,hindi,2026.0,2020s,107.666,0.181493,3233.606,Badshah
lZRBhcQ4,Kala Chashma,"Kumaar, Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi, Prem & Hardeep",New Year Dance Dhamaka 2025,hindi,2025.0,2020s,107.666,0.181493,3233.606,Badshah
l2lTek0W,BAAZIGER X MC STAN X DIVINE,Shakkarrr,BAAZIGER X MC STAN X DIVINE,hindi,2023.0,2020s,143.555,0.139894,2687.192,MC Stan
ZVIJFX7K,MC Stan Dialogues Mix,DJ SMR,MC Stan Dialogues Mix,hindi,2023.0,2020s,151.999,0.289535,2801.013,MC Stan
rQOB-74t,Mc Stan (Blood walk x Trippin Dj Av),Dj Avinash Av Hyd,Mc Stan (Blood walk x Trippin Dj Av),hindi,2021.0,2020s,215.332,0.389116,1109.691,MC Stan
id2gRF_H,Ek Din Pyaar (Tadipaar),MC STAN,Ek Din Pyaar (Tadipaar),hindi,2020.0,2020s,99.384,0.178336,2071.44,MC Stan
t5wE_zHK,Trippin (feat. MC STAN & MC THC),2oo6ix,Trippin (feat. MC STAN & MC THC),hindi,2021.0,2020s,99.384,0.220045,1611.866,MC Stan
LJ6NMuad,Basti Ka Hasti,MC STAN,Insaan,hindi,2022.0,2020s,135.999,0.210824,1967.311,MC Stan
AazLqHFK,Urvashi,"Ikka, MC STAN, Sanjoy",Urvashi,hindi,2023.0,2020s,69.837,0.210965,1835.687,MC Stan
3PtGUf9H,Haath Varthi,"MC STAN, KSHMR, Phenom",Haath Varthi,hindi,2023.0,2020s,135.999,0.216984,2689.517,MC Stan
J6kaZBvJ,Haath Varthi,"MC STAN, KSHMR, Phenom",KARAM,hindi,2023.0,2020s,135.999,0.216984,2689.517,MC Stan
v5TW_Whm,Drinks On Me,"Badshah, MC STAN",Ek Tha Raja,hindi,2024.0,2020s,99.384,0.219294,2665.722,MC Stan
Zq_BJner,Company,Emiway Bantai,King Of The Streets,hindi,2023.0,2020s,135.999,0.311377,2939.473,Emiway Bantai
ausHvWLA,Firse Machayenge,Emiway Bantai,Firse Machayenge,hindi,2020.0,2020s,135.999,0.173981,3062.845,Emiway Bantai
DKUPhv0l,Machayenge,Emiway Bantai,Machayenge,hindi,2019.0,2010s,143.555,0.077436,2918.996,Emiway Bantai
T1QR6Kqj,Dubai Company,Emiway Bantai,Dubai Company,hindi,2025.0,2020s,112.347,0.199509,2764.9,Emiway Bantai
cuzpdIWb,SAFAL (Red Bull 64 Bars),"Emiway Bantai, MEMAX",SAFAL (Red Bull 64 Bars),hindi,2026.0,2020s,143.555,0.175653,3619.157,Emiway Bantai
G-UZbZdf,Paisa Paisa,Emiway Bantai,Paisa Paisa,hindi,2025.0,2020s,129.199,0.178466,2202.671,Emiway Bantai
qVfQXWlB,Dubai Company,Emiway Bantai,FTSTTS,hindi,2025.0,2020s,112.347,0.199322,2762.847,Emiway Bantai
RYlT0caP,Badshah,"Emiway Bantai, Abhijeet",Badshah,hindi,2025.0,2020s,129.199,0.174618,2239.539,Emiway Bantai
URnyv-O-,Paisa Paisa,Emiway Bantai,Bajis,hindi,2025.0,2020s,129.199,0.178373,2204.545,Emiway Bantai
-TtwbIQ4,STILL NUMBER 1,Emiway Bantai,STILL NUMBER 1,hindi,2023.0,2020s,135.999,0.180246,2570.599,Emiway Bantai
PxETWnn6,Kalaastar,"Gill Machhrai, Rony Ajnali, Yo Yo Honey Singh",Desi Hip-Hop Vibes,hindi,2026.0,2020s,95.703,0.243296,2631.054,Desi Hip Hop
ALNJUHgL,Azadi,"DIVINE, Dub Sharma",Desi Hip-Hop Vibes,hindi,2026.0,2020s,99.384,0.121176,1684.617,Desi Hip Hop
bi6jG2Pe,Apna Time Aayega,"Ranveer Singh, DIVINE, Dub Sharma",Desi Hip-Hop Vibes,hindi,2026.0,2020s,95.703,0.117597,1944.194,Desi Hip Hop
QaZGianM,Kuley Kuley,"Rony Ajnali, Gill Machhrai, Apache Indian, Yo Yo Honey Singh",Desi Hip-Hop Vibes,hindi,2026.0,2020s,161.499,0.233519,2243.187,Desi Hip Hop
NwZx9iKu,Sher Aaya Sher,"DIVINE, Major C",Desi Hip-Hop Vibes,hindi,2026.0,2020s,103.359,0.236175,1903.358,Desi Hip Hop
qewCM1uN,Mere Gully Mein,"Ranveer Singh, Naezy, DIVINE, Sez on the Beat",Desi Hip-Hop Vibes,hindi,2026.0,2020s,107.666,0.049018,2728.804,Desi Hip Hop
pZDIgqBD,Marji Cha Maalik,"Shreyas, Jakes Bejoy",Desi Hip-Hop Vibes,hindi,2026.0,2020s,103.359,0.208743,1878.35,Desi Hip Hop
gw3paGQC,Dheeth,"Gill Machhrai, Rony Ajnali, Yo Yo Honey Singh",Desi Hip-Hop Vibes,hindi,2026.0,2020s,99.384,0.204786,2485.187,Desi Hip Hop
kdxLbnRI,Fame Us,"Rai Harrie, 7Bantai'Z",Desi Hip-Hop Vibes,hindi,2026.0,2020s,95.703,0.126242,2515.855,Desi Hip Hop
7JevHKza,The Savarkar Rage,SAMBATA,Desi Hip-Hop Vibes,hindi,2026.0,2020s,103.359,0.103527,2984.442,Desi Hip Hop
SNZedJ4i,Indian Rap God,Ashiatrix,Indian Rap God,hindi,2025.0,2020s,92.285,0.160216,1917.096,Indian Rap
2fsNVO7p,Indian Rap Cypher,"Sarpanch Ji, RGX, PWN",Indian Rap Cypher,hindi,2021.0,2020s,95.703,0.132532,1963.636,Indian Rap
fk0ta4Bx,Piano Pe Drill (Indian Rap Beat),Jiojimi,Piano Pe Drill (Indian Rap Beat),instrumental,2024.0,2020s,71.777,0.055122,1298.486,Indian Rap
uaSXbKu9,"[FREE] DESI INDIAN TYPE BEAT - ""BAAGHI"" | INDIAN RAP BEAT INSTRUMENTAL 2026",Sahil Singh,"[FREE] DESI INDIAN TYPE BEAT - ""BAAGHI"" | INDIAN RAP BEAT INSTRUMENTAL 2026",instrumental,2026.0,2020s,92.285,0.113782,2313.335,Indian Rap
bGVYbCyi,The Indian Education Rap,The Humble Musician,The Indian Education Rap,malayalam,2022.0,2020s,112.347,0.154479,1940.181,Indian Rap
YG6g1iE6,Nanaji Ki Chhadi,Sayantan Bhattacharya,Rhyme Rapper: Hindi Songs for Kids (Indian),hindi,2019.0,2010s,123.047,0.139737,2784.481,Indian Rap
9OmH0wXe,Indian Drill Rap Beat,Jiojimi,Indian Drill Rap Beat,hindi,2026.0,2020s,92.285,0.093196,1940.152,Indian Rap
NlCkYy72,Indian Type Trap Rap Beat,"YourMD Beats, Jiojimi",Indian Type Trap Rap Beat,instrumental,2025.0,2020s,151.999,0.118667,1892.1,Indian Rap
5J_coLiH,Indian Flute Drill Rap Beat - One,"YourMD Beats, Jiojimi",Indian Flute Drill Rap Beat,instrumental,2024.0,2020s,71.777,0.057787,1190.172,Indian Rap
2qwawGZ7,Indian Flute Drill Rap Beat - Two,"YourMD Beats, Jiojimi",Indian Flute Drill Rap Beat,instrumental,2024.0,2020s,76.0,0.096437,2899.712,Indian Rap
aAOXwvz-,Born to Shine,Diljit Dosanjh,G.O.A.T.,punjabi,2020.0,2020s,89.103,0.181966,2814.43,Diljit Dosanjh
T3JBuGjG,Born to Shine,Diljit Dosanjh,Route 66,punjabi,2021.0,2020s,89.103,0.181966,2814.43,Diljit Dosanjh
IEuHNGVB,"Ghar Kab Aaoge (From ""BORDER 2"")","Anu Malik, Mithoon, Sonu Nigam, Arijit Singh, Roopkumar Rathod, Vishal Mishra, Diljit Dosanjh, Javed Akhtar, Manoj Muntashir","Ghar Kab Aaoge (From ""BORDER 2"")",hindi,2026.0,2020s,117.454,0.182098,1342.514,Diljit Dosanjh
zooHsCdH,Ghar Kab Aaoge,"Anu Malik, Mithoon, Sonu Nigam, Arijit Singh, Roopkumar Rathod, Vishal Mishra, Diljit Dosanjh, Javed Akhtar, Manoj Muntashir",BORDER 2 (Original Motion Picture Soundtrack),hindi,2026.0,2020s,117.454,0.182098,1342.514,Diljit Dosanjh
Z1b3SSUU,"Ez-Ez (From ""Dhurandhar"")","Hanumankind, Shashwat Sachdev, Raj Ranjodh, Diljit Dosanjh","Ez-Ez (From ""Dhurandhar"")",hindi,2025.0,2020s,143.555,0.146882,1664.073,Diljit Dosanjh
VGWXfAIa,Ez-Ez Eclipsa Audio,"Shashwat Sachdev, Diljit Dosanjh, Hanumankind",Ez-Ez Eclipsa Audio,hindi,2026.0,2020s,143.555,0.151865,1432.28,Diljit Dosanjh
l475v4Ps,Ez-Ez,"Hanumankind, Raj Ranjodh, Shashwat Sachdev, Diljit Dosanjh",Dhurandhar,hindi,2025.0,2020s,143.555,0.146882,1664.073,Diljit Dosanjh
qs3X2UN1,Dealer,"Diljit Dosanjh, DA FUTURE, Virk Andaaz",Dealer,punjabi,2026.0,2020s,143.555,0.248932,2611.112,Diljit Dosanjh
nJ6Z-ayZ,G.O.A.T.,Diljit Dosanjh,G.O.A.T.,punjabi,2020.0,2020s,172.266,0.183481,3198.252,Diljit Dosanjh
Vhv651Yy,Teri Ni Kararan Eclipsa Audio,"Shashwat Sachdev, Diljit Dosanjh",Teri Ni Kararan Eclipsa Audio,hindi,2026.0,2020s,92.285,0.166328,960.783,Diljit Dosanjh
H2r9PnvA,295,Sidhu Moose Wala,Moosetape,punjabi,2021.0,2020s,89.103,0.113348,1993.86,Sidhu Moose Wala
j7gVFIZn,Same Beef,"Bohemia, Sidhu Moose Wala",Same Beef,punjabi,2019.0,2010s,92.285,0.267461,2441.928,Sidhu Moose Wala
yhlaG-y-,East Side Flow,Sidhu Moose Wala,East Side Flow,punjabi,2019.0,2010s,151.999,0.315984,2143.28,Sidhu Moose Wala
GN38acrD,0008,"The Kidd, Sidhu Moose Wala, Jenny Johal",Moose Print,punjabi,2025.0,2020s,99.384,0.248163,2125.877,Sidhu Moose Wala
SXVUpHM9,So High,Sidhu Moose Wala,So High,punjabi,2017.0,2010s,172.266,0.159013,1806.005,Sidhu Moose Wala
iLpV8VAW,Levels,"Sidhu Moose Wala, Sunny Malton",Levels,punjabi,2022.0,2020s,112.347,0.087844,3126.099,Sidhu Moose Wala
W_-MVlI4,Devil,Sidhu Moose Wala,Pbx 1,punjabi,2018.0,2010s,172.266,0.187495,1972.231,Sidhu Moose Wala
_CUhMQr1,Dawood,Sidhu Moose Wala,Pbx 1,punjabi,2018.0,2010s,86.133,0.199568,2225.272,Sidhu Moose Wala
fdqyW_oa,Never Fold,Sidhu Moose Wala,No Name,punjabi,2022.0,2020s,92.285,0.162317,2307.801,Sidhu Moose Wala
Y8AGdm45,Eyes on Me,"Sidhu Moose Wala, The Kidd",Eyes on Me,punjabi,2026.0,2020s,151.999,0.179621,2743.678,Sidhu Moose Wala
PfcG4gJU,Excuses,"AP Dhillon, Gurinder Gill, Intense",Excuses,punjabi,2021.0,2020s,95.703,0.184414,2542.221,AP Dhillon
fHcI5Kka,With You,AP Dhillon,First of a Kind (From the Amazon Original Series),punjabi,2023.0,2020s,117.454,0.278905,1846.475,AP Dhillon
fhTo__6R,With You,AP Dhillon,With You,punjabi,2023.0,2020s,117.454,0.278905,1846.475,AP Dhillon
0o_4Bwu0,Dil Nu,"AP Dhillon, Shinda Kahlon",Two Hearts Never Break The Same,punjabi,2022.0,2020s,117.454,0.175306,2003.232,AP Dhillon
vYZ3iQJB,Afsos,"Anuv Jain, AP Dhillon, Satinderpal Singh",Afsos,punjabi,2025.0,2020s,99.384,0.139861,1697.795,AP Dhillon
